@RELATION dados

@ATTRIBUTE A1	REAL
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	REAL
@ATTRIBUTE A4	REAL
@ATTRIBUTE A5	REAL
@ATTRIBUTE A6	REAL
@ATTRIBUTE A7	REAL
@ATTRIBUTE A8	REAL
@ATTRIBUTE A9	REAL
@ATTRIBUTE A10	REAL
@ATTRIBUTE A11	REAL
@ATTRIBUTE A12	REAL
@ATTRIBUTE A13	REAL
@ATTRIBUTE A14	REAL
@ATTRIBUTE A15	REAL
@ATTRIBUTE A16	REAL
@ATTRIBUTE A17	REAL
@ATTRIBUTE A18	REAL
@ATTRIBUTE A19	REAL
@ATTRIBUTE A20	REAL
@ATTRIBUTE A21	REAL
@ATTRIBUTE A22	REAL
@ATTRIBUTE A23	REAL
@ATTRIBUTE A24	REAL
@ATTRIBUTE A25	REAL
@ATTRIBUTE A26	REAL
@ATTRIBUTE A27	REAL
@ATTRIBUTE A28	REAL
@ATTRIBUTE A29	REAL
@ATTRIBUTE A30	REAL
@ATTRIBUTE A31	REAL
@ATTRIBUTE A32	REAL
@ATTRIBUTE A33	REAL
@ATTRIBUTE A34	REAL
@ATTRIBUTE A35	REAL
@ATTRIBUTE A36	REAL
@ATTRIBUTE A37	REAL
@ATTRIBUTE A38	REAL
@ATTRIBUTE A39	REAL
@ATTRIBUTE A40	REAL
@ATTRIBUTE A41	REAL
@ATTRIBUTE A42	REAL
@ATTRIBUTE A43	REAL
@ATTRIBUTE A44	REAL
@ATTRIBUTE A45	REAL
@ATTRIBUTE A46	REAL
@ATTRIBUTE A47	REAL
@ATTRIBUTE A48	REAL
@ATTRIBUTE A49	REAL
@ATTRIBUTE A50	REAL
@ATTRIBUTE A51	REAL
@ATTRIBUTE A52	REAL
@ATTRIBUTE A53	REAL
@ATTRIBUTE A54	REAL
@ATTRIBUTE A55	REAL
@ATTRIBUTE A56	REAL
@ATTRIBUTE A57	REAL
@ATTRIBUTE A58	REAL
@ATTRIBUTE A59	REAL
@ATTRIBUTE A60	REAL
@ATTRIBUTE A61	REAL
@ATTRIBUTE A62	REAL
@ATTRIBUTE A63	REAL
@ATTRIBUTE A64	REAL
@ATTRIBUTE A65	REAL
@ATTRIBUTE A66	REAL
@ATTRIBUTE A67	REAL
@ATTRIBUTE A68	REAL
@ATTRIBUTE A69	REAL
@ATTRIBUTE A70	REAL
@ATTRIBUTE A71	REAL
@ATTRIBUTE A72	REAL
@ATTRIBUTE A73	REAL
@ATTRIBUTE A74	REAL
@ATTRIBUTE A75	REAL
@ATTRIBUTE A76	REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30}

@DATA
0.035354, 0.080808, 0.116162, 0.159091, 0.196970, 0.242424, 0.285354, 0.330808, 0.381313, 0.429293, 0.479798, 0.522727, 0.578283, 0.631313, 0.686869, 0.747475, 0.805556, 0.863636, 0.921717, 0.979798, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.020074, 0.047100, 0.073436, 0.100755, 0.128928, 0.159499, 0.191702, 0.227413, 0.266083, 0.311154, 0.373087, 0.428949, 0.475704, 0.517562, 0.557201, 0.593893, 0.628635, 0.661718, 0.692825, 0.722158, 0.749490, 0.775342, 0.800097, 0.822875, 0.844518, 0.864287, 0.882882, 0.899844, 0.915493, 0.929931, 0.942684, 0.954086, 0.964277, 0.973026, 0.980346, 0.986455, 0.991162, 0.994605, 15
0.032432, 0.075676, 0.116216, 0.145946, 0.183784, 0.221622, 0.254054, 0.302703, 0.343243, 0.394595, 0.451351, 0.505405, 0.551351, 0.597297, 0.648649, 0.705405, 0.770270, 0.827027, 0.889189, 0.943243, 0.991892, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.997297, 0.021140, 0.045931, 0.071468, 0.098714, 0.124222, 0.152126, 0.181066, 0.211644, 0.245142, 0.278744, 0.317297, 0.360804, 0.415924, 0.479036, 0.526077, 0.569087, 0.607801, 0.643901, 0.678028, 0.709321, 0.739343, 0.766969, 0.792725, 0.817312, 0.839576, 0.860467, 0.879971, 0.897341, 0.914098, 0.928415, 0.941885, 0.953645, 0.963755, 0.972739, 0.979985, 0.986194, 0.991147, 0.994083, 15
0.036866, 0.082949, 0.124424, 0.165899, 0.205069, 0.241935, 0.283410, 0.327189, 0.375576, 0.428571, 0.476959, 0.527650, 0.578341, 0.631336, 0.684332, 0.741935, 0.799539, 0.857143, 0.912442, 0.960829, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.997696, 0.022702, 0.047824, 0.075124, 0.102274, 0.129754, 0.159761, 0.190915, 0.226890, 0.264839, 0.310858, 0.367825, 0.427223, 0.475185, 0.517573, 0.557317, 0.594895, 0.629393, 0.662246, 0.693421, 0.722334, 0.749963, 0.775818, 0.800590, 0.823260, 0.844826, 0.864841, 0.883465, 0.900709, 0.916053, 0.930440, 0.943309, 0.954490, 0.964790, 0.973561, 0.980632, 0.986887, 0.991198, 0.994893, 15
0.036145, 0.069880, 0.096386, 0.125301, 0.156627, 0.190361, 0.233735, 0.274699, 0.322892, 0.363855, 0.409639, 0.465060, 0.513253, 0.566265, 0.621687, 0.681928, 0.749398, 0.814458, 0.877108, 0.942169, 0.992771, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.997590, 0.021751, 0.046114, 0.070559, 0.095526, 0.120470, 0.147319, 0.175805, 0.205092, 0.236214, 0.268927, 0.303882, 0.343109, 0.392010, 0.454440, 0.511540, 0.558014, 0.599181, 0.637143, 0.672086, 0.704996, 0.735224, 0.763687, 0.790652, 0.815271, 0.838276, 0.859631, 0.879268, 0.897477, 0.914014, 0.928982, 0.942349, 0.954194, 0.964343, 0.973378, 0.980903, 0.987011, 0.991645, 0.994780, 15
0.027548, 0.068871, 0.107438, 0.143251, 0.179063, 0.214876, 0.256198, 0.286501, 0.325069, 0.360882, 0.402204, 0.446281, 0.495868, 0.550964, 0.600551, 0.658402, 0.716253, 0.801653, 0.873278, 0.939394, 0.991736, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.997245, 0.021143, 0.044274, 0.069258, 0.093649, 0.119649, 0.145937, 0.173303, 0.200062, 0.229341, 0.259075, 0.290842, 0.324826, 0.363287, 0.406924, 0.468669, 0.529032, 0.576251, 0.618218, 0.655587, 0.691027, 0.723220, 0.753440, 0.781276, 0.807185, 0.831425, 0.853327, 0.874075, 0.892471, 0.909880, 0.925180, 0.939159, 0.951423, 0.962184, 0.971397, 0.979123, 0.985254, 0.990324, 0.993967, 15
0.037736, 0.084906, 0.122642, 0.158019, 0.191038, 0.231132, 0.268868, 0.308962, 0.353774, 0.393868, 0.441038, 0.490566, 0.549528, 0.596698, 0.655660, 0.714623, 0.785377, 0.849057, 0.910377, 0.964623, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.997642, 0.021838, 0.047359, 0.072991, 0.099057, 0.125423, 0.153191, 0.181960, 0.212932, 0.244938, 0.278880, 0.317740, 0.365321, 0.433940, 0.487039, 0.532696, 0.574037, 0.611772, 0.647528, 0.680703, 0.711608, 0.740599, 0.768479, 0.793944, 0.818029, 0.840179, 0.861272, 0.880629, 0.898162, 0.914660, 0.929279, 0.942451, 0.953976, 0.964378, 0.973244, 0.980565, 0.986594, 0.991434, 0.994705, 15
0.033654, 0.076923, 0.108173, 0.139423, 0.170673, 0.206731, 0.247596, 0.286058, 0.329327, 0.372596, 0.420673, 0.463942, 0.526442, 0.586538, 0.641827, 0.706731, 0.774038, 0.834135, 0.896635, 0.956731, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.997596, 0.021912, 0.046239, 0.071168, 0.096373, 0.121810, 0.149004, 0.177365, 0.206858, 0.237623, 0.270768, 0.308282, 0.350465, 0.417934, 0.476932, 0.524350, 0.566869, 0.606047, 0.642151, 0.675897, 0.707782, 0.737033, 0.764770, 0.790888, 0.815516, 0.838191, 0.859329, 0.878837, 0.896669, 0.913080, 0.928197, 0.941626, 0.953379, 0.963653, 0.972610, 0.980342, 0.986455, 0.991286, 0.994545, 15
0.036011, 0.077562, 0.119114, 0.160665, 0.204986, 0.246537, 0.290859, 0.332410, 0.379501, 0.426593, 0.473684, 0.520776, 0.578947, 0.637119, 0.689751, 0.745152, 0.803324, 0.861496, 0.919668, 0.977839, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.997230, 0.021838, 0.045641, 0.073158, 0.099385, 0.128145, 0.156414, 0.188887, 0.222082, 0.260372, 0.301333, 0.347695, 0.412842, 0.463855, 0.508207, 0.549459, 0.586905, 0.622847, 0.656088, 0.687794, 0.717735, 0.745590, 0.771940, 0.796802, 0.820374, 0.842044, 0.862271, 0.880472, 0.898259, 0.913759, 0.928569, 0.941122, 0.952970, 0.962869, 0.972123, 0.979213, 0.985735, 0.990263, 0.994053, 15
0.029484, 0.071253, 0.100737, 0.127764, 0.159705, 0.189189, 0.221130, 0.250614, 0.285012, 0.326781, 0.368550, 0.412776, 0.464373, 0.520885, 0.577396, 0.626536, 0.683047, 0.764128, 0.840295, 0.914005, 0.970516, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.020562, 0.045518, 0.069690, 0.093837, 0.118890, 0.143798, 0.169068, 0.195739, 0.223605, 0.252570, 0.282610, 0.314919, 0.349933, 0.388218, 0.434739, 0.505817, 0.559943, 0.606016, 0.646029, 0.682419, 0.716720, 0.747858, 0.776787, 0.803603, 0.828366, 0.851282, 0.872411, 0.891705, 0.909055, 0.924823, 0.939215, 0.951651, 0.962336, 0.971850, 0.979553, 0.985807, 0.990589, 0.994090, 15
0.039256, 0.088843, 0.126033, 0.163223, 0.198347, 0.239669, 0.278926, 0.320248, 0.367769, 0.409091, 0.456612, 0.506198, 0.559917, 0.607438, 0.667355, 0.733471, 0.797521, 0.857438, 0.915289, 0.966942, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.997934, 0.021763, 0.048084, 0.074295, 0.100668, 0.128065, 0.156846, 0.186744, 0.218778, 0.252766, 0.290434, 0.335377, 0.400912, 0.456987, 0.503449, 0.545284, 0.584847, 0.620902, 0.654677, 0.686668, 0.717028, 0.745407, 0.772369, 0.797418, 0.821033, 0.842813, 0.863124, 0.882112, 0.899537, 0.915281, 0.929966, 0.942985, 0.954375, 0.964697, 0.973482, 0.980807, 0.986758, 0.991445, 0.994826, 15
0.032520, 0.077236, 0.113821, 0.152439, 0.193089, 0.231707, 0.268293, 0.306911, 0.349593, 0.392276, 0.443089, 0.491870, 0.542683, 0.595528, 0.646341, 0.707317, 0.774390, 0.837398, 0.900407, 0.957317, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.997967, 0.022052, 0.047078, 0.072535, 0.098709, 0.125570, 0.153761, 0.182208, 0.212531, 0.245183, 0.280645, 0.319676, 0.366201, 0.432233, 0.486764, 0.532603, 0.574195, 0.612731, 0.647895, 0.681250, 0.712473, 0.741523, 0.769127, 0.794641, 0.818651, 0.841290, 0.862152, 0.881246, 0.898952, 0.914956, 0.929572, 0.942817, 0.954739, 0.964778, 0.973693, 0.981055, 0.986962, 0.991614, 0.994968, 15
0.035608, 0.080119, 0.115727, 0.154303, 0.189911, 0.225519, 0.264095, 0.302671, 0.347181, 0.409496, 0.459941, 0.516320, 0.560831, 0.602374, 0.661721, 0.718101, 0.777448, 0.833828, 0.893175, 0.946588, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.997033, 0.021749, 0.046492, 0.072643, 0.098548, 0.125087, 0.153651, 0.183501, 0.214742, 0.250015, 0.286170, 0.326357, 0.378131, 0.442233, 0.492247, 0.536960, 0.576407, 0.613389, 0.648628, 0.681542, 0.712078, 0.740959, 0.767674, 0.793209, 0.817318, 0.839842, 0.859865, 0.878919, 0.896759, 0.912591, 0.927471, 0.940609, 0.952285, 0.962516, 0.971427, 0.979052, 0.985568, 0.990165, 0.993546, 15
0.035639, 0.083857, 0.121593, 0.153040, 0.188679, 0.224319, 0.259958, 0.297694, 0.345912, 0.387841, 0.444444, 0.496855, 0.549266, 0.599581, 0.664570, 0.723270, 0.788260, 0.849057, 0.905660, 0.960168, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.997904, 0.020920, 0.046939, 0.073195, 0.099161, 0.125760, 0.153185, 0.181682, 0.211454, 0.244707, 0.282162, 0.323853, 0.377851, 0.443231, 0.492983, 0.536846, 0.576586, 0.613847, 0.648726, 0.681126, 0.712006, 0.740829, 0.767480, 0.793218, 0.817012, 0.839163, 0.860145, 0.879229, 0.896712, 0.913158, 0.927794, 0.940891, 0.952714, 0.963235, 0.972184, 0.979734, 0.985993, 0.990942, 0.994590, 15
0.036017, 0.080508, 0.122881, 0.167373, 0.207627, 0.252119, 0.296610, 0.341102, 0.387712, 0.442797, 0.487288, 0.536017, 0.586864, 0.637712, 0.692797, 0.747881, 0.807203, 0.864407, 0.917373, 0.968220, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.997881, 0.021438, 0.047822, 0.075490, 0.103419, 0.132694, 0.163073, 0.196307, 0.232907, 0.275415, 0.326783, 0.390962, 0.441127, 0.484810, 0.524768, 0.563173, 0.598930, 0.633008, 0.665191, 0.695203, 0.723858, 0.750862, 0.776546, 0.800830, 0.823704, 0.844612, 0.864586, 0.882460, 0.899741, 0.915290, 0.929618, 0.942384, 0.953776, 0.963884, 0.972494, 0.980034, 0.986211, 0.991086, 0.994641, 15
0.039906, 0.084507, 0.119718, 0.159624, 0.199531, 0.241784, 0.286385, 0.330986, 0.382629, 0.431925, 0.483568, 0.537559, 0.593897, 0.647887, 0.704225, 0.758216, 0.816901, 0.870892, 0.922535, 0.976526, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.997653, 0.022659, 0.049164, 0.075812, 0.105259, 0.134089, 0.165311, 0.201029, 0.242996, 0.295235, 0.360533, 0.411107, 0.455619, 0.496683, 0.535597, 0.571866, 0.606394, 0.640074, 0.671119, 0.700611, 0.729287, 0.755968, 0.781062, 0.804679, 0.827007, 0.847947, 0.867167, 0.885395, 0.902180, 0.917036, 0.931374, 0.943838, 0.955135, 0.964976, 0.973771, 0.980835, 0.986764, 0.991448, 0.994743, 15
0.020202, 0.047138, 0.067340, 0.094276, 0.114478, 0.144781, 0.175084, 0.208754, 0.245791, 0.289562, 0.326599, 0.377104, 0.437710, 0.515152, 0.579125, 0.649832, 0.707071, 0.771044, 0.824916, 0.892256, 0.966330, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.996633, 0.018547, 0.041356, 0.063690, 0.087361, 0.109422, 0.134023, 0.156696, 0.183043, 0.207575, 0.236166, 0.263443, 0.296999, 0.331939, 0.392681, 0.462220, 0.513757, 0.556859, 0.597014, 0.632362, 0.666961, 0.698477, 0.727567, 0.755524, 0.781281, 0.805156, 0.827421, 0.848666, 0.868347, 0.886735, 0.903672, 0.919135, 0.933147, 0.946003, 0.957227, 0.967339, 0.975615, 0.982916, 0.988493, 16
0.026846, 0.080537, 0.114094, 0.151007, 0.177852, 0.208054, 0.238255, 0.271812, 0.308725, 0.342282, 0.379195, 0.422819, 0.466443, 0.523490, 0.580537, 0.640940, 0.701342, 0.781879, 0.855705, 0.929530, 0.976510, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.019729, 0.044998, 0.067519, 0.092608, 0.118621, 0.142921, 0.168934, 0.195667, 0.222760, 0.252286, 0.283726, 0.317215, 0.353678, 0.400613, 0.457547, 0.522274, 0.570965, 0.612450, 0.650016, 0.685645, 0.718098, 0.747692, 0.776204, 0.802531, 0.826494, 0.849128, 0.870141, 0.888969, 0.906311, 0.922233, 0.936332, 0.948876, 0.959889, 0.969258, 0.977298, 0.984055, 0.989100, 0.992816, 16
0.026087, 0.078261, 0.121739, 0.153623, 0.185507, 0.217391, 0.252174, 0.284058, 0.324638, 0.365217, 0.411594, 0.457971, 0.495652, 0.547826, 0.602899, 0.663768, 0.739130, 0.802899, 0.869565, 0.924638, 0.976812, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.997101, 0.021122, 0.044461, 0.069565, 0.094182, 0.120798, 0.146188, 0.172283, 0.199370, 0.228792, 0.260181, 0.293367, 0.331057, 0.376560, 0.430095, 0.493812, 0.542894, 0.586583, 0.625297, 0.660466, 0.693972, 0.725125, 0.754396, 0.781617, 0.806788, 0.830565, 0.852409, 0.872187, 0.890636, 0.907658, 0.923033, 0.936761, 0.949061, 0.960235, 0.969511, 0.977610, 0.984062, 0.989540, 0.993438, 16
0.022727, 0.073232, 0.108586, 0.141414, 0.169192, 0.202020, 0.232323, 0.267677, 0.295455, 0.330808, 0.371212, 0.421717, 0.464646, 0.517677, 0.580808, 0.656566, 0.719697, 0.782828, 0.845960, 0.916667, 0.972222, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.997475, 0.019399, 0.043758, 0.067901, 0.091827, 0.115320, 0.140700, 0.166322, 0.192085, 0.218919, 0.246365, 0.277523, 0.310389, 0.348855, 0.395049, 0.461394, 0.518710, 0.565848, 0.606609, 0.643072, 0.677265, 0.709685, 0.739848, 0.767562, 0.793886, 0.818029, 0.840718, 0.861557, 0.881198, 0.898977, 0.915021, 0.929752, 0.943156, 0.954903, 0.965182, 0.974046, 0.981328, 0.987514, 0.992220, 16
0.033766, 0.080519, 0.124675, 0.158442, 0.189610, 0.225974, 0.257143, 0.290909, 0.324675, 0.363636, 0.400000, 0.441558, 0.488312, 0.550649, 0.605195, 0.659740, 0.732468, 0.802597, 0.877922, 0.932468, 0.984416, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.997403, 0.020064, 0.045121, 0.070218, 0.095449, 0.120951, 0.146736, 0.172805, 0.200479, 0.229691, 0.260172, 0.294687, 0.334640, 0.375551, 0.424045, 0.488055, 0.538681, 0.581157, 0.620772, 0.657136, 0.690558, 0.721268, 0.750737, 0.777764, 0.803400, 0.826838, 0.848912, 0.869381, 0.888042, 0.905191, 0.920533, 0.934296, 0.947033, 0.957976, 0.967651, 0.976016, 0.982952, 0.988295, 0.992761, 16
0.037037, 0.084362, 0.125514, 0.162551, 0.207819, 0.246914, 0.292181, 0.343621, 0.390947, 0.440329, 0.489712, 0.545267, 0.598765, 0.650206, 0.705761, 0.761317, 0.812757, 0.868313, 0.923868, 0.977366, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.022160, 0.048536, 0.074362, 0.101678, 0.129850, 0.161154, 0.196015, 0.244280, 0.314239, 0.369303, 0.416070, 0.459661, 0.499992, 0.537714, 0.573668, 0.607970, 0.640697, 0.671053, 0.700528, 0.728387, 0.754509, 0.779675, 0.803087, 0.825196, 0.846069, 0.865298, 0.883393, 0.900117, 0.915274, 0.929550, 0.942243, 0.953708, 0.963793, 0.972413, 0.979957, 0.986173, 0.990957, 0.994513, 16
0.035000, 0.080000, 0.117500, 0.155000, 0.195000, 0.230000, 0.265000, 0.300000, 0.345000, 0.385000, 0.442500, 0.500000, 0.550000, 0.602500, 0.660000, 0.715000, 0.772500, 0.840000, 0.902500, 0.950000, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.019737, 0.045437, 0.070638, 0.096575, 0.123500, 0.151700, 0.181425, 0.212725, 0.245650, 0.284188, 0.326600, 0.383837, 0.445675, 0.493838, 0.537175, 0.576387, 0.613200, 0.647537, 0.679887, 0.710138, 0.739025, 0.765638, 0.791025, 0.814738, 0.836825, 0.857488, 0.876575, 0.894150, 0.910450, 0.925263, 0.938650, 0.950725, 0.961263, 0.970425, 0.978125, 0.984688, 0.989950, 0.993788, 16
0.024648, 0.070423, 0.102113, 0.133803, 0.158451, 0.186620, 0.211268, 0.242958, 0.274648, 0.306338, 0.334507, 0.369718, 0.411972, 0.454225, 0.514085, 0.602113, 0.672535, 0.739437, 0.806338, 0.904930, 0.964789, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.996479, 0.019168, 0.041088, 0.066604, 0.089541, 0.111213, 0.136530, 0.159567, 0.185578, 0.210375, 0.236263, 0.264060, 0.292849, 0.324613, 0.359428, 0.405673, 0.473840, 0.533277, 0.579449, 0.620933, 0.658153, 0.692224, 0.722872, 0.753100, 0.780153, 0.805594, 0.828878, 0.850724, 0.871479, 0.890399, 0.907583, 0.923502, 0.937512, 0.950134, 0.961416, 0.970740, 0.978675, 0.984924, 0.990404, 16
0.022876, 0.071895, 0.114379, 0.140523, 0.169935, 0.199346, 0.235294, 0.267974, 0.303922, 0.343137, 0.392157, 0.444444, 0.509804, 0.565359, 0.620915, 0.679739, 0.741830, 0.800654, 0.859477, 0.928105, 0.983660, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.996732, 0.019309, 0.044000, 0.068948, 0.092443, 0.117241, 0.143278, 0.169337, 0.196249, 0.225106, 0.256269, 0.290401, 0.330685, 0.375539, 0.424559, 0.489449, 0.539515, 0.582490, 0.621449, 0.657418, 0.690739, 0.722094, 0.751100, 0.778248, 0.803857, 0.827096, 0.849289, 0.869260, 0.888120, 0.904887, 0.920522, 0.934705, 0.947136, 0.957965, 0.967833, 0.976398, 0.983062, 0.988167, 0.992460, 16
0.035714, 0.083333, 0.127976, 0.163690, 0.199405, 0.235119, 0.270833, 0.306548, 0.348214, 0.389881, 0.437500, 0.485119, 0.529762, 0.592262, 0.648810, 0.711310, 0.764881, 0.824405, 0.886905, 0.940476, 0.991071, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.997024, 0.021790, 0.046468, 0.071960, 0.098551, 0.124805, 0.151626, 0.180219, 0.211788, 0.247112, 0.284545, 0.328019, 0.374717, 0.434772, 0.487918, 0.532667, 0.572616, 0.610491, 0.645497, 0.678554, 0.709644, 0.738396, 0.766068, 0.791507, 0.815547, 0.837691, 0.858153, 0.877462, 0.895196, 0.911281, 0.926162, 0.939148, 0.950981, 0.961256, 0.970486, 0.978210, 0.984605, 0.989566, 0.993197, 16
0.034979, 0.082305, 0.123457, 0.164609, 0.203704, 0.244856, 0.294239, 0.341564, 0.386831, 0.436214, 0.487654, 0.541152, 0.596708, 0.650206, 0.701646, 0.755144, 0.810700, 0.868313, 0.919753, 0.971193, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.997942, 0.021939, 0.046885, 0.072897, 0.100569, 0.128842, 0.159249, 0.194643, 0.241325, 0.310200, 0.366094, 0.413673, 0.456638, 0.497612, 0.535589, 0.571441, 0.605793, 0.638343, 0.669038, 0.698335, 0.726346, 0.752638, 0.777591, 0.801301, 0.823359, 0.844197, 0.863664, 0.881717, 0.898567, 0.913970, 0.928153, 0.941015, 0.952429, 0.962802, 0.971634, 0.979195, 0.985504, 0.990609, 0.994361, 16
0.037500, 0.082500, 0.122500, 0.157500, 0.195000, 0.230000, 0.260000, 0.300000, 0.337500, 0.385000, 0.435000, 0.495000, 0.552500, 0.602500, 0.660000, 0.717500, 0.770000, 0.840000, 0.895000, 0.952500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.997500, 0.019950, 0.045587, 0.071138, 0.097012, 0.123837, 0.151538, 0.180687, 0.211888, 0.245413, 0.284638, 0.326050, 0.385263, 0.446950, 0.494350, 0.537362, 0.576787, 0.613050, 0.647475, 0.679600, 0.710350, 0.738800, 0.765438, 0.790875, 0.814313, 0.836650, 0.856888, 0.876250, 0.893900, 0.910075, 0.925100, 0.938538, 0.950550, 0.961163, 0.970325, 0.978050, 0.984538, 0.989775, 0.993725, 16
