@RELATION dados

@ATTRIBUTE A1	REAL
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	REAL
@ATTRIBUTE A4	REAL
@ATTRIBUTE A5	REAL
@ATTRIBUTE A6	REAL
@ATTRIBUTE A7	REAL
@ATTRIBUTE A8	REAL
@ATTRIBUTE A9	REAL
@ATTRIBUTE A10	REAL
@ATTRIBUTE A11	REAL
@ATTRIBUTE A12	REAL
@ATTRIBUTE A13	REAL
@ATTRIBUTE A14	REAL
@ATTRIBUTE A15	REAL
@ATTRIBUTE A16	REAL
@ATTRIBUTE A17	REAL
@ATTRIBUTE A18	REAL
@ATTRIBUTE A19	REAL
@ATTRIBUTE A20	REAL
@ATTRIBUTE A21	REAL
@ATTRIBUTE A22	REAL
@ATTRIBUTE A23	REAL
@ATTRIBUTE A24	REAL
@ATTRIBUTE A25	REAL
@ATTRIBUTE A26	REAL
@ATTRIBUTE A27	REAL
@ATTRIBUTE A28	REAL
@ATTRIBUTE A29	REAL
@ATTRIBUTE A30	REAL
@ATTRIBUTE A31	REAL
@ATTRIBUTE A32	REAL
@ATTRIBUTE A33	REAL
@ATTRIBUTE A34	REAL
@ATTRIBUTE A35	REAL
@ATTRIBUTE A36	REAL
@ATTRIBUTE A37	REAL
@ATTRIBUTE A38	REAL
@ATTRIBUTE A39	REAL
@ATTRIBUTE A40	REAL
@ATTRIBUTE A41	REAL
@ATTRIBUTE A42	REAL
@ATTRIBUTE A43	REAL
@ATTRIBUTE A44	REAL
@ATTRIBUTE A45	REAL
@ATTRIBUTE A46	REAL
@ATTRIBUTE A47	REAL
@ATTRIBUTE A48	REAL
@ATTRIBUTE A49	REAL
@ATTRIBUTE A50	REAL
@ATTRIBUTE A51	REAL
@ATTRIBUTE A52	REAL
@ATTRIBUTE A53	REAL
@ATTRIBUTE A54	REAL
@ATTRIBUTE A55	REAL
@ATTRIBUTE A56	REAL
@ATTRIBUTE A57	REAL
@ATTRIBUTE A58	REAL
@ATTRIBUTE A59	REAL
@ATTRIBUTE A60	REAL
@ATTRIBUTE A61	REAL
@ATTRIBUTE A62	REAL
@ATTRIBUTE A63	REAL
@ATTRIBUTE A64	REAL
@ATTRIBUTE A65	REAL
@ATTRIBUTE A66	REAL
@ATTRIBUTE A67	REAL
@ATTRIBUTE A68	REAL
@ATTRIBUTE A69	REAL
@ATTRIBUTE A70	REAL
@ATTRIBUTE A71	REAL
@ATTRIBUTE A72	REAL
@ATTRIBUTE A73	REAL
@ATTRIBUTE A74	REAL
@ATTRIBUTE A75	REAL
@ATTRIBUTE A76	REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30}

@DATA
0.041916, 0.089820, 0.140719, 0.182635, 0.227545, 0.269461, 0.311377, 0.356287, 0.401198, 0.446108, 0.494012, 0.544910, 0.592814, 0.640719, 0.688623, 0.742515, 0.796407, 0.850299, 0.904192, 0.955090, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.022625, 0.049249, 0.078364, 0.107928, 0.138567, 0.169959, 0.203414, 0.239790, 0.280433, 0.324752, 0.385941, 0.436875, 0.481193, 0.522195, 0.560633, 0.596418, 0.630213, 0.662806, 0.693087, 0.721575, 0.748969, 0.774732, 0.798612, 0.821274, 0.842572, 0.862885, 0.881028, 0.897773, 0.913532, 0.927355, 0.940263, 0.951827, 0.962189, 0.971118, 0.978432, 0.984653, 0.989548, 0.993133, 9
0.034884, 0.090116, 0.136628, 0.186047, 0.235465, 0.276163, 0.319767, 0.366279, 0.406977, 0.450581, 0.497093, 0.543605, 0.587209, 0.636628, 0.688953, 0.747093, 0.799419, 0.857558, 0.912791, 0.959302, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.022225, 0.049250, 0.079097, 0.109400, 0.141698, 0.173506, 0.205719, 0.241347, 0.279137, 0.323587, 0.377484, 0.435759, 0.481578, 0.523763, 0.561841, 0.598009, 0.631828, 0.664684, 0.694649, 0.723060, 0.750896, 0.776011, 0.800281, 0.822286, 0.844139, 0.863626, 0.881997, 0.899016, 0.914937, 0.929134, 0.941506, 0.953471, 0.963781, 0.972519, 0.979550, 0.986023, 0.990671, 0.994051, 9
0.024291, 0.080972, 0.137652, 0.186235, 0.230769, 0.279352, 0.323887, 0.372470, 0.421053, 0.469636, 0.518219, 0.562753, 0.611336, 0.659919, 0.708502, 0.765182, 0.817814, 0.874494, 0.923077, 0.971660, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.019636, 0.048419, 0.080119, 0.110377, 0.143389, 0.178007, 0.214231, 0.257503, 0.303070, 0.354702, 0.410071, 0.457932, 0.498681, 0.538412, 0.574735, 0.608566, 0.641119, 0.672261, 0.701077, 0.728843, 0.755331, 0.779360, 0.803160, 0.825091, 0.845154, 0.864627, 0.883738, 0.900261, 0.915373, 0.929469, 0.942222, 0.953499, 0.963497, 0.972053, 0.979167, 0.984871, 0.989395, 0.992739, 9
0.034483, 0.090909, 0.141066, 0.184953, 0.235110, 0.278997, 0.322884, 0.369906, 0.413793, 0.454545, 0.504702, 0.554859, 0.598746, 0.648903, 0.702194, 0.758621, 0.811912, 0.865204, 0.924765, 0.968652, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.019064, 0.048250, 0.078262, 0.108784, 0.140938, 0.173308, 0.208685, 0.245536, 0.287419, 0.340563, 0.401608, 0.448168, 0.491033, 0.530596, 0.568626, 0.603158, 0.636491, 0.667250, 0.697556, 0.725779, 0.752449, 0.778078, 0.801781, 0.823773, 0.844921, 0.864437, 0.882715, 0.899421, 0.914810, 0.928784, 0.941618, 0.953194, 0.963336, 0.972317, 0.979707, 0.985898, 0.990576, 0.993956, 9
0.041975, 0.096296, 0.143210, 0.190123, 0.232099, 0.279012, 0.318519, 0.365432, 0.412346, 0.451852, 0.498765, 0.548148, 0.595062, 0.644444, 0.691358, 0.753086, 0.812346, 0.864198, 0.916049, 0.967901, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.022277, 0.051602, 0.080671, 0.110373, 0.141893, 0.174144, 0.208066, 0.244231, 0.283079, 0.330913, 0.392306, 0.443493, 0.487852, 0.528151, 0.565633, 0.601530, 0.634989, 0.666520, 0.696626, 0.725389, 0.752349, 0.777564, 0.801658, 0.824265, 0.845005, 0.864600, 0.882951, 0.899985, 0.915239, 0.929395, 0.942088, 0.953623, 0.963560, 0.972291, 0.979680, 0.985752, 0.990508, 0.994044, 9
0.035714, 0.085165, 0.131868, 0.175824, 0.219780, 0.266484, 0.310440, 0.354396, 0.401099, 0.445055, 0.497253, 0.546703, 0.598901, 0.648352, 0.697802, 0.752747, 0.807692, 0.868132, 0.925824, 0.975275, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.022280, 0.050537, 0.079127, 0.108411, 0.138751, 0.172488, 0.205229, 0.242090, 0.282771, 0.330002, 0.391831, 0.442791, 0.486732, 0.527608, 0.565632, 0.601422, 0.635506, 0.667628, 0.698542, 0.726784, 0.754272, 0.779873, 0.803843, 0.826500, 0.847377, 0.867317, 0.885068, 0.902231, 0.916828, 0.931288, 0.943666, 0.954882, 0.964708, 0.973237, 0.980256, 0.986324, 0.990898, 0.994309, 9
0.031161, 0.087819, 0.135977, 0.184136, 0.226629, 0.269122, 0.314448, 0.356941, 0.402266, 0.450425, 0.498584, 0.541076, 0.589235, 0.634561, 0.688385, 0.742210, 0.801700, 0.858357, 0.917847, 0.966006, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.021427, 0.048423, 0.078630, 0.108788, 0.138256, 0.169907, 0.201960, 0.237575, 0.273110, 0.314311, 0.363184, 0.423886, 0.474043, 0.517892, 0.558338, 0.595735, 0.630661, 0.663740, 0.694573, 0.723527, 0.751406, 0.777456, 0.801788, 0.824724, 0.845541, 0.865652, 0.883997, 0.901380, 0.916996, 0.930767, 0.943848, 0.954875, 0.965099, 0.973461, 0.980491, 0.986670, 0.990875, 0.994567, 9
0.026667, 0.083333, 0.136667, 0.180000, 0.226667, 0.270000, 0.313333, 0.360000, 0.406667, 0.453333, 0.500000, 0.550000, 0.596667, 0.646667, 0.703333, 0.760000, 0.816667, 0.870000, 0.926667, 0.980000, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.019889, 0.047867, 0.077267, 0.105067, 0.136422, 0.168489, 0.201467, 0.238378, 0.283000, 0.333889, 0.394378, 0.443800, 0.487267, 0.527511, 0.564578, 0.600511, 0.634444, 0.666622, 0.695978, 0.724956, 0.751600, 0.777444, 0.801600, 0.823667, 0.844889, 0.864178, 0.882844, 0.899756, 0.915133, 0.928889, 0.941822, 0.953178, 0.963156, 0.971822, 0.979400, 0.985622, 0.989800, 0.993533, 9
0.000000, 0.024096, 0.048193, 0.084337, 0.108434, 0.132530, 0.156627, 0.192771, 0.204819, 0.240964, 0.265060, 0.289157, 0.337349, 0.373494, 0.457831, 0.518072, 0.554217, 0.662651, 0.710843, 0.759036, 0.831325, 0.903614, 0.975904, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.000000, 0.024096, 0.046161, 0.071709, 0.094063, 0.116708, 0.138772, 0.164901, 0.179997, 0.202642, 0.225577, 0.251125, 0.278415, 0.308318, 0.342575, 0.378284, 0.409058, 0.471767, 0.530991, 0.569604, 0.616635, 0.650893, 0.680795, 0.710118, 0.741472, 0.767020, 0.792858, 0.816955, 0.839019, 0.859341, 0.877631, 0.895050, 0.910727, 0.924082, 0.936275, 0.950791, 0.962114, 0.970533, 10
0.000000, 0.023529, 0.047059, 0.070588, 0.094118, 0.117647, 0.141176, 0.176471, 0.200000, 0.223529, 0.258824, 0.294118, 0.329412, 0.352941, 0.400000, 0.470588, 0.529412, 0.576471, 0.647059, 0.717647, 0.800000, 0.870588, 0.941176, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.000000, 0.023529, 0.045398, 0.070035, 0.092457, 0.114325, 0.137855, 0.160830, 0.183253, 0.201799, 0.228097, 0.252457, 0.269343, 0.298408, 0.328858, 0.359862, 0.398893, 0.443737, 0.515433, 0.564152, 0.605675, 0.644706, 0.672111, 0.709758, 0.734948, 0.759308, 0.785606, 0.811903, 0.833495, 0.853149, 0.871972, 0.890519, 0.908235, 0.921799, 0.935917, 0.948374, 0.962768, 0.973287, 10
0.000000, 0.022727, 0.045455, 0.068182, 0.090909, 0.113636, 0.136364, 0.170455, 0.193182, 0.227273, 0.250000, 0.284091, 0.318182, 0.386364, 0.465909, 0.500000, 0.556818, 0.647727, 0.681818, 0.727273, 0.818182, 0.897727, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.000000, 0.022727, 0.045455, 0.067665, 0.089101, 0.110537, 0.132490, 0.156767, 0.181302, 0.204287, 0.226756, 0.252841, 0.278409, 0.305010, 0.339360, 0.377841, 0.415548, 0.463326, 0.517304, 0.566116, 0.610279, 0.643853, 0.683626, 0.708419, 0.734762, 0.763430, 0.788998, 0.810950, 0.834194, 0.854597, 0.873709, 0.890496, 0.907025, 0.922521, 0.935950, 0.949897, 0.961519, 0.973140, 10
0.022472, 0.044944, 0.067416, 0.101124, 0.123596, 0.146067, 0.179775, 0.224719, 0.247191, 0.280899, 0.314607, 0.337079, 0.382022, 0.415730, 0.516854, 0.595506, 0.651685, 0.730337, 0.797753, 0.876404, 0.966292, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.015655, 0.033834, 0.054791, 0.081303, 0.104027, 0.124479, 0.148971, 0.173210, 0.197955, 0.222952, 0.247948, 0.277238, 0.304002, 0.336574, 0.375963, 0.439338, 0.504734, 0.549426, 0.590582, 0.635021, 0.665825, 0.696377, 0.725413, 0.754198, 0.778185, 0.800909, 0.824896, 0.846105, 0.864790, 0.883727, 0.901149, 0.918066, 0.931953, 0.945083, 0.956697, 0.965535, 0.973867, 0.980432, 10
0.000000, 0.022727, 0.056818, 0.079545, 0.102273, 0.125000, 0.159091, 0.193182, 0.227273, 0.261364, 0.284091, 0.306818, 0.352273, 0.386364, 0.431818, 0.488636, 0.568182, 0.636364, 0.693182, 0.795455, 0.863636, 0.920455, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.000000, 0.022727, 0.045713, 0.067924, 0.089360, 0.112087, 0.137138, 0.159866, 0.184401, 0.207386, 0.230372, 0.258006, 0.285899, 0.313791, 0.344783, 0.377583, 0.440599, 0.499225, 0.545971, 0.597107, 0.632490, 0.663740, 0.698605, 0.722882, 0.750000, 0.776601, 0.802428, 0.822831, 0.842459, 0.861054, 0.878874, 0.898502, 0.913998, 0.928202, 0.941632, 0.955062, 0.968233, 0.976756, 10
0.022472, 0.044944, 0.067416, 0.101124, 0.112360, 0.146067, 0.191011, 0.213483, 0.235955, 0.280899, 0.314607, 0.337079, 0.370787, 0.415730, 0.460674, 0.528090, 0.573034, 0.662921, 0.730337, 0.808989, 0.853933, 0.966292, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.014645, 0.033077, 0.053024, 0.079283, 0.100997, 0.121449, 0.150234, 0.169171, 0.192652, 0.220932, 0.246181, 0.271683, 0.299962, 0.329251, 0.363590, 0.396162, 0.440096, 0.493625, 0.557505, 0.606237, 0.638808, 0.681985, 0.710516, 0.748390, 0.775660, 0.799142, 0.825148, 0.848125, 0.867567, 0.887767, 0.903926, 0.919328, 0.931448, 0.944830, 0.954930, 0.963262, 0.971847, 0.978159, 10
0.000000, 0.027027, 0.054054, 0.081081, 0.081081, 0.108108, 0.135135, 0.162162, 0.189189, 0.202703, 0.229730, 0.270270, 0.297297, 0.324324, 0.351351, 0.378378, 0.405405, 0.445946, 0.472973, 0.527027, 0.635135, 0.689189, 0.797297, 0.905405, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.000000, 0.027027, 0.051497, 0.063185, 0.079985, 0.104821, 0.128926, 0.144631, 0.171293, 0.186998, 0.212929, 0.235573, 0.259313, 0.281592, 0.303141, 0.328342, 0.358656, 0.384587, 0.408692, 0.444850, 0.486486, 0.531045, 0.591308, 0.637327, 0.682615, 0.717312, 0.753104, 0.781592, 0.807889, 0.829803, 0.855004, 0.876187, 0.897005, 0.913440, 0.930241, 0.947772, 0.964207, 0.969686, 10
0.000000, 0.022472, 0.056180, 0.078652, 0.101124, 0.123596, 0.146067, 0.179775, 0.213483, 0.235955, 0.280899, 0.292135, 0.337079, 0.404494, 0.471910, 0.494382, 0.573034, 0.640449, 0.719101, 0.808989, 0.853933, 0.887640, 0.977528, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.000000, 0.022472, 0.045701, 0.067668, 0.089130, 0.111350, 0.136346, 0.157808, 0.183058, 0.205782, 0.229264, 0.255271, 0.283803, 0.312839, 0.346168, 0.379750, 0.430754, 0.491352, 0.537306, 0.587552, 0.620881, 0.653958, 0.690569, 0.715314, 0.743593, 0.770357, 0.794344, 0.816311, 0.834996, 0.854943, 0.872617, 0.891302, 0.906704, 0.922358, 0.936245, 0.949628, 0.962757, 0.971342, 10
0.000000, 0.022222, 0.055556, 0.077778, 0.100000, 0.133333, 0.155556, 0.177778, 0.211111, 0.244444, 0.288889, 0.322222, 0.344444, 0.388889, 0.466667, 0.522222, 0.600000, 0.666667, 0.733333, 0.777778, 0.855556, 0.933333, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.000000, 0.022222, 0.044691, 0.066420, 0.088148, 0.112346, 0.134074, 0.157531, 0.182716, 0.205926, 0.232099, 0.256049, 0.283951, 0.316790, 0.349136, 0.389877, 0.435802, 0.510123, 0.558519, 0.597778, 0.635802, 0.663704, 0.702222, 0.728889, 0.755309, 0.783210, 0.805185, 0.829136, 0.850370, 0.868395, 0.886173, 0.903704, 0.918272, 0.933333, 0.946667, 0.959259, 0.968889, 0.976790, 10
0.000000, 0.025000, 0.050000, 0.075000, 0.100000, 0.125000, 0.150000, 0.175000, 0.212500, 0.237500, 0.262500, 0.300000, 0.337500, 0.400000, 0.462500, 0.525000, 0.562500, 0.600000, 0.662500, 0.737500, 0.812500, 0.912500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.000000, 0.025000, 0.048750, 0.070313, 0.093437, 0.117188, 0.133125, 0.152500, 0.179063, 0.205000, 0.231250, 0.255312, 0.283125, 0.313750, 0.339688, 0.367500, 0.401250, 0.451562, 0.514375, 0.568750, 0.608437, 0.639375, 0.679375, 0.710625, 0.739375, 0.767500, 0.794375, 0.815312, 0.836875, 0.857500, 0.873437, 0.892187, 0.910312, 0.923750, 0.939375, 0.951875, 0.964062, 0.970625, 10
0.000000, 0.024096, 0.048193, 0.084337, 0.108434, 0.132530, 0.156627, 0.168675, 0.204819, 0.228916, 0.265060, 0.301205, 0.325301, 0.361446, 0.409639, 0.469880, 0.530120, 0.590361, 0.686747, 0.759036, 0.831325, 0.891566, 0.951807, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.000000, 0.024096, 0.046161, 0.071709, 0.094353, 0.116127, 0.137611, 0.158223, 0.181449, 0.203513, 0.220932, 0.248802, 0.274060, 0.301350, 0.335607, 0.364349, 0.396865, 0.454348, 0.521992, 0.567281, 0.602700, 0.641893, 0.676150, 0.706053, 0.736246, 0.764407, 0.787923, 0.810858, 0.834954, 0.855857, 0.875018, 0.892147, 0.906372, 0.922921, 0.938598, 0.950210, 0.964726, 0.974888, 10
0.000000, 0.024096, 0.048193, 0.072289, 0.096386, 0.120482, 0.144578, 0.168675, 0.192771, 0.228916, 0.253012, 0.313253, 0.337349, 0.361446, 0.385542, 0.421687, 0.481928, 0.578313, 0.638554, 0.734940, 0.807229, 0.891566, 0.975904, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.000000, 0.024096, 0.044999, 0.070547, 0.091740, 0.113805, 0.138191, 0.159385, 0.180868, 0.205545, 0.229641, 0.255770, 0.278125, 0.305995, 0.328930, 0.360865, 0.397155, 0.437219, 0.499637, 0.559733, 0.604442, 0.644796, 0.681957, 0.713311, 0.740601, 0.770794, 0.795761, 0.819858, 0.840761, 0.860212, 0.879954, 0.897663, 0.912759, 0.928437, 0.941791, 0.952533, 0.962694, 0.970533, 10
0.000000, 0.023256, 0.046512, 0.069767, 0.093023, 0.116279, 0.151163, 0.174419, 0.209302, 0.232558, 0.267442, 0.290698, 0.325581, 0.372093, 0.418605, 0.476744, 0.523256, 0.604651, 0.686047, 0.767442, 0.813953, 0.918605, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.000000, 0.023256, 0.045430, 0.069767, 0.091942, 0.112493, 0.136560, 0.158194, 0.180638, 0.205516, 0.231747, 0.255273, 0.283667, 0.310708, 0.335587, 0.367226, 0.401028, 0.448891, 0.524067, 0.573553, 0.613034, 0.652785, 0.684965, 0.712277, 0.743916, 0.770687, 0.793943, 0.816387, 0.840995, 0.860465, 0.879935, 0.896701, 0.913467, 0.925365, 0.939427, 0.954029, 0.965387, 0.974310, 10
0.000000, 0.023256, 0.046512, 0.069767, 0.104651, 0.116279, 0.139535, 0.162791, 0.186047, 0.197674, 0.220930, 0.255814, 0.279070, 0.313953, 0.337209, 0.395349, 0.430233, 0.500000, 0.534884, 0.558140, 0.616279, 0.744186, 0.825581, 0.883721, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.000000, 0.023256, 0.044889, 0.066252, 0.091401, 0.112764, 0.126555, 0.147377, 0.171714, 0.188480, 0.210925, 0.235803, 0.258518, 0.282856, 0.309086, 0.336128, 0.358843, 0.390752, 0.418605, 0.449162, 0.485398, 0.531909, 0.597080, 0.641698, 0.679286, 0.713359, 0.750676, 0.777177, 0.802055, 0.829097, 0.850189, 0.870741, 0.891833, 0.907518, 0.925095, 0.942131, 0.957004, 0.972688, 10
0.020833, 0.041667, 0.062500, 0.083333, 0.104167, 0.125000, 0.145833, 0.166667, 0.187500, 0.218750, 0.250000, 0.270833, 0.302083, 0.343750, 0.385417, 0.427083, 0.489583, 0.562500, 0.625000, 0.666667, 0.729167, 0.843750, 0.937500, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.014323, 0.030165, 0.047092, 0.075955, 0.095269, 0.113064, 0.134766, 0.159071, 0.179688, 0.201823, 0.222005, 0.249132, 0.273655, 0.296875, 0.324870, 0.352865, 0.384332, 0.425130, 0.460938, 0.516276, 0.570312, 0.612196, 0.653429, 0.691189, 0.720486, 0.753472, 0.778863, 0.803819, 0.828125, 0.850477, 0.868924, 0.888238, 0.905816, 0.920356, 0.935547, 0.947700, 0.964844, 0.977431, 10
0.000000, 0.024096, 0.048193, 0.084337, 0.120482, 0.144578, 0.168675, 0.192771, 0.228916, 0.253012, 0.289157, 0.325301, 0.337349, 0.373494, 0.397590, 0.457831, 0.578313, 0.662651, 0.710843, 0.783133, 0.891566, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.000000, 0.024096, 0.045870, 0.071709, 0.094063, 0.115837, 0.140804, 0.164030, 0.187836, 0.206416, 0.233996, 0.258093, 0.274931, 0.305995, 0.334737, 0.367252, 0.418348, 0.472928, 0.538540, 0.581216, 0.624474, 0.659893, 0.687182, 0.722311, 0.747569, 0.771084, 0.796923, 0.821309, 0.842503, 0.861664, 0.881115, 0.899695, 0.916534, 0.930759, 0.944404, 0.956307, 0.967339, 0.975468, 10
0.000000, 0.024390, 0.048780, 0.073171, 0.109756, 0.134146, 0.146341, 0.170732, 0.195122, 0.219512, 0.243902, 0.268293, 0.304878, 0.329268, 0.365854, 0.402439, 0.463415, 0.524390, 0.560976, 0.646341, 0.695122, 0.792683, 0.865854, 0.951220, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.987805, 0.000000, 0.024390, 0.047293, 0.069899, 0.092802, 0.115407, 0.123438, 0.147234, 0.171029, 0.195419, 0.217133, 0.241820, 0.262344, 0.280785, 0.311124, 0.342058, 0.370613, 0.402439, 0.434265, 0.480369, 0.529447, 0.590125, 0.628792, 0.667162, 0.703153, 0.734087, 0.759369, 0.781975, 0.807852, 0.831945, 0.853956, 0.872992, 0.890839, 0.907198, 0.920286, 0.935753, 0.952112, 0.968174, 10
0.000000, 0.024096, 0.048193, 0.072289, 0.096386, 0.132530, 0.168675, 0.204819, 0.228916, 0.265060, 0.301205, 0.337349, 0.385542, 0.445783, 0.530120, 0.602410, 0.662651, 0.722892, 0.759036, 0.831325, 0.903614, 0.975904, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.000000, 0.024096, 0.048193, 0.070838, 0.093482, 0.117579, 0.141094, 0.166352, 0.193061, 0.218900, 0.245028, 0.274641, 0.305414, 0.334446, 0.383220, 0.437799, 0.496734, 0.546959, 0.583249, 0.625054, 0.659893, 0.687763, 0.720859, 0.744956, 0.771375, 0.795761, 0.819567, 0.840761, 0.861373, 0.879954, 0.896211, 0.911889, 0.926695, 0.940630, 0.950501, 0.960372, 0.969371, 0.976049, 10
0.000000, 0.025974, 0.051948, 0.077922, 0.103896, 0.103896, 0.129870, 0.168831, 0.181818, 0.207792, 0.233766, 0.259740, 0.285714, 0.311688, 0.337662, 0.363636, 0.402597, 0.428571, 0.454545, 0.467532, 0.506494, 0.532468, 0.623377, 0.701299, 0.896104, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.987013, 0.000000, 0.025974, 0.049587, 0.071850, 0.085006, 0.100860, 0.124136, 0.147074, 0.164952, 0.185529, 0.206106, 0.231405, 0.251982, 0.277956, 0.292123, 0.318097, 0.348457, 0.372744, 0.396020, 0.419970, 0.451341, 0.486423, 0.533311, 0.584922, 0.647327, 0.689830, 0.723899, 0.754259, 0.782931, 0.808231, 0.836903, 0.861191, 0.883117, 0.902682, 0.918536, 0.940125, 0.960027, 0.972508, 10
