@RELATION dados

@ATTRIBUTE A1	REAL
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	REAL
@ATTRIBUTE A4	REAL
@ATTRIBUTE A5	REAL
@ATTRIBUTE A6	REAL
@ATTRIBUTE A7	REAL
@ATTRIBUTE A8	REAL
@ATTRIBUTE A9	REAL
@ATTRIBUTE A10	REAL
@ATTRIBUTE A11	REAL
@ATTRIBUTE A12	REAL
@ATTRIBUTE A13	REAL
@ATTRIBUTE A14	REAL
@ATTRIBUTE A15	REAL
@ATTRIBUTE A16	REAL
@ATTRIBUTE A17	REAL
@ATTRIBUTE A18	REAL
@ATTRIBUTE A19	REAL
@ATTRIBUTE A20	REAL
@ATTRIBUTE A21	REAL
@ATTRIBUTE A22	REAL
@ATTRIBUTE A23	REAL
@ATTRIBUTE A24	REAL
@ATTRIBUTE A25	REAL
@ATTRIBUTE A26	REAL
@ATTRIBUTE A27	REAL
@ATTRIBUTE A28	REAL
@ATTRIBUTE A29	REAL
@ATTRIBUTE A30	REAL
@ATTRIBUTE A31	REAL
@ATTRIBUTE A32	REAL
@ATTRIBUTE A33	REAL
@ATTRIBUTE A34	REAL
@ATTRIBUTE A35	REAL
@ATTRIBUTE A36	REAL
@ATTRIBUTE A37	REAL
@ATTRIBUTE A38	REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30}

@DATA
0.017699, 0.035398, 0.053097, 0.088496, 0.106195, 0.132743, 0.150442, 0.176991, 0.212389, 0.238938, 0.265487, 0.300885, 0.345133, 0.389381, 0.477876, 0.548673, 0.592920, 0.654867, 0.725664, 0.796460, 0.858407, 0.964602, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 0.991150, 7
0.020408, 0.040816, 0.061224, 0.081633, 0.102041, 0.127551, 0.153061, 0.173469, 0.193878, 0.219388, 0.244898, 0.270408, 0.295918, 0.321429, 0.346939, 0.377551, 0.403061, 0.438776, 0.469388, 0.500000, 0.530612, 0.586735, 0.632653, 0.663265, 0.719388, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 0.994898, 8
0.021164, 0.042328, 0.063492, 0.084656, 0.105820, 0.126984, 0.148148, 0.169312, 0.195767, 0.222222, 0.248677, 0.275132, 0.306878, 0.333333, 0.359788, 0.380952, 0.417989, 0.460317, 0.492063, 0.539683, 0.587302, 0.624339, 0.724868, 0.989418, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 0.994709, 8
0.022099, 0.044199, 0.066298, 0.082873, 0.110497, 0.132597, 0.154696, 0.176796, 0.198895, 0.220994, 0.248619, 0.270718, 0.298343, 0.331492, 0.364641, 0.397790, 0.430939, 0.458564, 0.497238, 0.530387, 0.580110, 0.618785, 0.674033, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 0.994475, 8
0.022222, 0.044444, 0.066667, 0.088889, 0.111111, 0.133333, 0.155556, 0.183333, 0.211111, 0.244444, 0.266667, 0.294444, 0.327778, 0.355556, 0.394444, 0.427778, 0.461111, 0.500000, 0.566667, 0.616667, 0.666667, 0.788889, 0.977778, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 0.994444, 8
0.021739, 0.043478, 0.065217, 0.086957, 0.108696, 0.130435, 0.152174, 0.173913, 0.195652, 0.222826, 0.250000, 0.277174, 0.309783, 0.342391, 0.375000, 0.413043, 0.445652, 0.472826, 0.516304, 0.559783, 0.635870, 0.706522, 0.847826, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 0.994565, 8
0.013072, 0.039216, 0.052288, 0.078431, 0.104575, 0.117647, 0.143791, 0.169935, 0.183007, 0.209150, 0.228758, 0.254902, 0.274510, 0.307190, 0.333333, 0.352941, 0.379085, 0.405229, 0.431373, 0.464052, 0.503268, 0.535948, 0.568627, 0.607843, 0.647059, 0.803922, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 0.993464, 8
0.021622, 0.043243, 0.064865, 0.086486, 0.108108, 0.129730, 0.151351, 0.172973, 0.194595, 0.221622, 0.243243, 0.270270, 0.297297, 0.324324, 0.362162, 0.394595, 0.427027, 0.464865, 0.491892, 0.524324, 0.567568, 0.627027, 0.681081, 0.924324, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 0.994595, 8
0.020000, 0.040000, 0.060000, 0.090000, 0.110000, 0.135000, 0.155000, 0.185000, 0.210000, 0.245000, 0.270000, 0.300000, 0.325000, 0.355000, 0.390000, 0.415000, 0.455000, 0.490000, 0.535000, 0.585000, 0.640000, 0.760000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 0.995000, 8
0.018519, 0.037037, 0.064815, 0.087963, 0.111111, 0.129630, 0.152778, 0.175926, 0.199074, 0.222222, 0.240741, 0.263889, 0.291667, 0.314815, 0.351852, 0.370370, 0.398148, 0.430556, 0.453704, 0.481481, 0.513889, 0.546296, 0.587963, 0.675926, 0.847222, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 0.995370, 8
0.015267, 0.030534, 0.068702, 0.083969, 0.106870, 0.129771, 0.145038, 0.167939, 0.183206, 0.206107, 0.229008, 0.251908, 0.282443, 0.297710, 0.328244, 0.343511, 0.366412, 0.396947, 0.419847, 0.450382, 0.480916, 0.519084, 0.557252, 0.595420, 0.641221, 0.763359, 0.870229, 0.984733, 0.992366, 0.992366, 0.992366, 0.992366, 0.992366, 0.992366, 0.992366, 0.992366, 0.992366, 0.992366, 8
0.015936, 0.043825, 0.067729, 0.087649, 0.111554, 0.135458, 0.159363, 0.179283, 0.199203, 0.219124, 0.247012, 0.266932, 0.294821, 0.318725, 0.346614, 0.374502, 0.402390, 0.430279, 0.458167, 0.490040, 0.521912, 0.585657, 0.621514, 0.661355, 0.717131, 0.972112, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 0.996016, 8
0.017391, 0.034783, 0.060870, 0.086957, 0.113043, 0.130435, 0.156522, 0.178261, 0.195652, 0.217391, 0.239130, 0.265217, 0.295652, 0.317391, 0.347826, 0.369565, 0.400000, 0.426087, 0.452174, 0.478261, 0.504348, 0.539130, 0.565217, 0.613043, 0.704348, 0.878261, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 0.995652, 8
0.018018, 0.045045, 0.063063, 0.090090, 0.112613, 0.130631, 0.153153, 0.171171, 0.193694, 0.216216, 0.238739, 0.265766, 0.292793, 0.315315, 0.346847, 0.378378, 0.405405, 0.441441, 0.463964, 0.490991, 0.522523, 0.563063, 0.608108, 0.653153, 0.734234, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 0.995495, 8
0.021505, 0.043011, 0.064516, 0.086022, 0.107527, 0.129032, 0.155914, 0.177419, 0.198925, 0.220430, 0.247312, 0.268817, 0.290323, 0.317204, 0.338710, 0.370968, 0.397849, 0.440860, 0.473118, 0.500000, 0.553763, 0.607527, 0.645161, 0.720430, 0.870968, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 0.994624, 8
0.014184, 0.035461, 0.056738, 0.078014, 0.099291, 0.113475, 0.141844, 0.163121, 0.184397, 0.205674, 0.234043, 0.255319, 0.283688, 0.304965, 0.347518, 0.368794, 0.397163, 0.425532, 0.453901, 0.489362, 0.531915, 0.567376, 0.609929, 0.645390, 0.709220, 0.794326, 0.879433, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 0.992908, 8
0.011494, 0.034483, 0.057471, 0.080460, 0.103448, 0.126437, 0.149425, 0.166667, 0.195402, 0.218391, 0.235632, 0.258621, 0.287356, 0.310345, 0.339080, 0.367816, 0.396552, 0.431034, 0.459770, 0.494253, 0.528736, 0.574713, 0.620690, 0.678161, 0.764368, 0.965517, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 0.994253, 8
0.015385, 0.030769, 0.061538, 0.076923, 0.092308, 0.123077, 0.138462, 0.153846, 0.184615, 0.200000, 0.223077, 0.238462, 0.269231, 0.284615, 0.307692, 0.330769, 0.369231, 0.392308, 0.423077, 0.453846, 0.492308, 0.530769, 0.561538, 0.607692, 0.661538, 0.715385, 0.784615, 0.984615, 0.992308, 0.992308, 0.992308, 0.992308, 0.992308, 0.992308, 0.992308, 0.992308, 0.992308, 0.992308, 8
0.012579, 0.037736, 0.062893, 0.075472, 0.100629, 0.125786, 0.150943, 0.163522, 0.188679, 0.213836, 0.226415, 0.257862, 0.283019, 0.308176, 0.333333, 0.371069, 0.396226, 0.433962, 0.459119, 0.503145, 0.540881, 0.578616, 0.616352, 0.679245, 0.968553, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 0.993711, 8
0.011299, 0.039548, 0.062147, 0.084746, 0.107345, 0.129944, 0.152542, 0.180791, 0.203390, 0.220339, 0.248588, 0.271186, 0.305085, 0.338983, 0.367232, 0.406780, 0.435028, 0.463277, 0.491525, 0.536723, 0.576271, 0.632768, 0.723164, 0.858757, 0.949153, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 0.994350, 8
0.018382, 0.036765, 0.058824, 0.080882, 0.102941, 0.128676, 0.147059, 0.165441, 0.183824, 0.205882, 0.224265, 0.250000, 0.275735, 0.301471, 0.330882, 0.356618, 0.382353, 0.408088, 0.430147, 0.455882, 0.485294, 0.514706, 0.551471, 0.595588, 0.647059, 0.720588, 0.786765, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 0.996324, 8
0.023077, 0.088462, 0.134615, 0.180769, 0.223077, 0.269231, 0.315385, 0.357692, 0.403846, 0.450000, 0.496154, 0.546154, 0.596154, 0.650000, 0.696154, 0.746154, 0.796154, 0.853846, 0.903846, 0.961538, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 0.996154, 9
0.034398, 0.081081, 0.127764, 0.174447, 0.216216, 0.253071, 0.294840, 0.339066, 0.385749, 0.427518, 0.474201, 0.518428, 0.562654, 0.614251, 0.683047, 0.744472, 0.808354, 0.864865, 0.918919, 0.968059, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 0.997543, 9
0.036082, 0.087629, 0.139175, 0.182990, 0.224227, 0.270619, 0.314433, 0.355670, 0.402062, 0.440722, 0.492268, 0.538660, 0.587629, 0.631443, 0.688144, 0.750000, 0.801546, 0.858247, 0.909794, 0.961340, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 0.997423, 9
0.035191, 0.087977, 0.134897, 0.178886, 0.225806, 0.266862, 0.307918, 0.354839, 0.404692, 0.448680, 0.498534, 0.548387, 0.598240, 0.639296, 0.692082, 0.744868, 0.806452, 0.862170, 0.920821, 0.967742, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 0.997067, 9
0.033457, 0.085502, 0.131970, 0.176580, 0.224907, 0.269517, 0.317844, 0.362454, 0.403346, 0.447955, 0.500000, 0.544610, 0.596654, 0.641264, 0.693309, 0.749071, 0.808550, 0.860595, 0.912639, 0.972119, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 0.998141, 9
0.036913, 0.090604, 0.140940, 0.184564, 0.231544, 0.278523, 0.318792, 0.365772, 0.416107, 0.463087, 0.513423, 0.560403, 0.614094, 0.667785, 0.714765, 0.771812, 0.822148, 0.875839, 0.919463, 0.969799, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 0.996644, 9
0.037783, 0.090680, 0.136020, 0.181360, 0.226700, 0.269521, 0.312343, 0.355164, 0.395466, 0.438287, 0.491184, 0.536524, 0.584383, 0.637280, 0.692695, 0.753149, 0.811083, 0.863980, 0.919395, 0.972292, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 0.997481, 9
0.039017, 0.091040, 0.140173, 0.186416, 0.229769, 0.273121, 0.316474, 0.362717, 0.406069, 0.449422, 0.502890, 0.550578, 0.602601, 0.645954, 0.700867, 0.755780, 0.807803, 0.865607, 0.917630, 0.972543, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 0.998555, 9
0.037221, 0.089330, 0.136476, 0.183623, 0.230769, 0.272953, 0.312655, 0.357320, 0.404467, 0.451613, 0.498759, 0.543424, 0.590571, 0.645161, 0.707196, 0.764268, 0.816377, 0.870968, 0.923077, 0.972705, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 0.997519, 9
0.024793, 0.082645, 0.136364, 0.181818, 0.231405, 0.280992, 0.326446, 0.376033, 0.421488, 0.471074, 0.516529, 0.574380, 0.623967, 0.669421, 0.719008, 0.772727, 0.822314, 0.876033, 0.929752, 0.979339, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 0.995868, 9
0.037037, 0.089506, 0.138889, 0.182099, 0.231481, 0.274691, 0.320988, 0.364198, 0.413580, 0.462963, 0.506173, 0.552469, 0.601852, 0.648148, 0.703704, 0.756173, 0.811728, 0.867284, 0.919753, 0.975309, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 0.996914, 9
0.035593, 0.093220, 0.133898, 0.184746, 0.228814, 0.271186, 0.318644, 0.361017, 0.405085, 0.445763, 0.493220, 0.540678, 0.584746, 0.635593, 0.688136, 0.747458, 0.791525, 0.847458, 0.903390, 0.961017, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 0.998305, 9
0.041916, 0.089820, 0.140719, 0.182635, 0.227545, 0.269461, 0.311377, 0.356287, 0.401198, 0.446108, 0.494012, 0.544910, 0.592814, 0.640719, 0.688623, 0.742515, 0.796407, 0.850299, 0.904192, 0.955090, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 0.997006, 9
0.034884, 0.090116, 0.136628, 0.186047, 0.235465, 0.276163, 0.319767, 0.366279, 0.406977, 0.450581, 0.497093, 0.543605, 0.587209, 0.636628, 0.688953, 0.747093, 0.799419, 0.857558, 0.912791, 0.959302, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 0.997093, 9
0.024291, 0.080972, 0.137652, 0.186235, 0.230769, 0.279352, 0.323887, 0.372470, 0.421053, 0.469636, 0.518219, 0.562753, 0.611336, 0.659919, 0.708502, 0.765182, 0.817814, 0.874494, 0.923077, 0.971660, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 0.995951, 9
0.034483, 0.090909, 0.141066, 0.184953, 0.235110, 0.278997, 0.322884, 0.369906, 0.413793, 0.454545, 0.504702, 0.554859, 0.598746, 0.648903, 0.702194, 0.758621, 0.811912, 0.865204, 0.924765, 0.968652, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 0.996865, 9
0.041975, 0.096296, 0.143210, 0.190123, 0.232099, 0.279012, 0.318519, 0.365432, 0.412346, 0.451852, 0.498765, 0.548148, 0.595062, 0.644444, 0.691358, 0.753086, 0.812346, 0.864198, 0.916049, 0.967901, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 0.997531, 9
0.035714, 0.085165, 0.131868, 0.175824, 0.219780, 0.266484, 0.310440, 0.354396, 0.401099, 0.445055, 0.497253, 0.546703, 0.598901, 0.648352, 0.697802, 0.752747, 0.807692, 0.868132, 0.925824, 0.975275, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 0.997253, 9
0.031161, 0.087819, 0.135977, 0.184136, 0.226629, 0.269122, 0.314448, 0.356941, 0.402266, 0.450425, 0.498584, 0.541076, 0.589235, 0.634561, 0.688385, 0.742210, 0.801700, 0.858357, 0.917847, 0.966006, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 0.997167, 9
0.026667, 0.083333, 0.136667, 0.180000, 0.226667, 0.270000, 0.313333, 0.360000, 0.406667, 0.453333, 0.500000, 0.550000, 0.596667, 0.646667, 0.703333, 0.760000, 0.816667, 0.870000, 0.926667, 0.980000, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 0.996667, 9
0.000000, 0.024096, 0.048193, 0.084337, 0.108434, 0.132530, 0.156627, 0.192771, 0.204819, 0.240964, 0.265060, 0.289157, 0.337349, 0.373494, 0.457831, 0.518072, 0.554217, 0.662651, 0.710843, 0.759036, 0.831325, 0.903614, 0.975904, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 10
0.000000, 0.023529, 0.047059, 0.070588, 0.094118, 0.117647, 0.141176, 0.176471, 0.200000, 0.223529, 0.258824, 0.294118, 0.329412, 0.352941, 0.400000, 0.470588, 0.529412, 0.576471, 0.647059, 0.717647, 0.800000, 0.870588, 0.941176, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 0.988235, 10
0.000000, 0.022727, 0.045455, 0.068182, 0.090909, 0.113636, 0.136364, 0.170455, 0.193182, 0.227273, 0.250000, 0.284091, 0.318182, 0.386364, 0.465909, 0.500000, 0.556818, 0.647727, 0.681818, 0.727273, 0.818182, 0.897727, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 10
0.022472, 0.044944, 0.067416, 0.101124, 0.123596, 0.146067, 0.179775, 0.224719, 0.247191, 0.280899, 0.314607, 0.337079, 0.382022, 0.415730, 0.516854, 0.595506, 0.651685, 0.730337, 0.797753, 0.876404, 0.966292, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 10
0.000000, 0.022727, 0.056818, 0.079545, 0.102273, 0.125000, 0.159091, 0.193182, 0.227273, 0.261364, 0.284091, 0.306818, 0.352273, 0.386364, 0.431818, 0.488636, 0.568182, 0.636364, 0.693182, 0.795455, 0.863636, 0.920455, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 0.988636, 10
0.022472, 0.044944, 0.067416, 0.101124, 0.112360, 0.146067, 0.191011, 0.213483, 0.235955, 0.280899, 0.314607, 0.337079, 0.370787, 0.415730, 0.460674, 0.528090, 0.573034, 0.662921, 0.730337, 0.808989, 0.853933, 0.966292, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 10
0.000000, 0.027027, 0.054054, 0.081081, 0.081081, 0.108108, 0.135135, 0.162162, 0.189189, 0.202703, 0.229730, 0.270270, 0.297297, 0.324324, 0.351351, 0.378378, 0.405405, 0.445946, 0.472973, 0.527027, 0.635135, 0.689189, 0.797297, 0.905405, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 0.986486, 10
0.000000, 0.022472, 0.056180, 0.078652, 0.101124, 0.123596, 0.146067, 0.179775, 0.213483, 0.235955, 0.280899, 0.292135, 0.337079, 0.404494, 0.471910, 0.494382, 0.573034, 0.640449, 0.719101, 0.808989, 0.853933, 0.887640, 0.977528, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 0.988764, 10
0.000000, 0.022222, 0.055556, 0.077778, 0.100000, 0.133333, 0.155556, 0.177778, 0.211111, 0.244444, 0.288889, 0.322222, 0.344444, 0.388889, 0.466667, 0.522222, 0.600000, 0.666667, 0.733333, 0.777778, 0.855556, 0.933333, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 0.988889, 10
0.000000, 0.025000, 0.050000, 0.075000, 0.100000, 0.125000, 0.150000, 0.175000, 0.212500, 0.237500, 0.262500, 0.300000, 0.337500, 0.400000, 0.462500, 0.525000, 0.562500, 0.600000, 0.662500, 0.737500, 0.812500, 0.912500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 0.987500, 10
0.000000, 0.024096, 0.048193, 0.084337, 0.108434, 0.132530, 0.156627, 0.168675, 0.204819, 0.228916, 0.265060, 0.301205, 0.325301, 0.361446, 0.409639, 0.469880, 0.530120, 0.590361, 0.686747, 0.759036, 0.831325, 0.891566, 0.951807, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 10
0.000000, 0.024096, 0.048193, 0.072289, 0.096386, 0.120482, 0.144578, 0.168675, 0.192771, 0.228916, 0.253012, 0.313253, 0.337349, 0.361446, 0.385542, 0.421687, 0.481928, 0.578313, 0.638554, 0.734940, 0.807229, 0.891566, 0.975904, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 10
0.000000, 0.023256, 0.046512, 0.069767, 0.093023, 0.116279, 0.151163, 0.174419, 0.209302, 0.232558, 0.267442, 0.290698, 0.325581, 0.372093, 0.418605, 0.476744, 0.523256, 0.604651, 0.686047, 0.767442, 0.813953, 0.918605, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 10
0.000000, 0.023256, 0.046512, 0.069767, 0.104651, 0.116279, 0.139535, 0.162791, 0.186047, 0.197674, 0.220930, 0.255814, 0.279070, 0.313953, 0.337209, 0.395349, 0.430233, 0.500000, 0.534884, 0.558140, 0.616279, 0.744186, 0.825581, 0.883721, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 0.988372, 10
0.020833, 0.041667, 0.062500, 0.083333, 0.104167, 0.125000, 0.145833, 0.166667, 0.187500, 0.218750, 0.250000, 0.270833, 0.302083, 0.343750, 0.385417, 0.427083, 0.489583, 0.562500, 0.625000, 0.666667, 0.729167, 0.843750, 0.937500, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 0.989583, 10
0.000000, 0.024096, 0.048193, 0.084337, 0.120482, 0.144578, 0.168675, 0.192771, 0.228916, 0.253012, 0.289157, 0.325301, 0.337349, 0.373494, 0.397590, 0.457831, 0.578313, 0.662651, 0.710843, 0.783133, 0.891566, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 0.987952, 10
